Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
avirex-jacket-ma1,,,,,,,,,SAGE GREEN,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-81,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-81-b2.gif?v=1588748256,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-81-b1.gif?v=1588748256,kg,,,
avirex-jacket-ma1,,,,,,,,,NAVY,,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-82,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-82-b.gif?v=1588748256,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-82-b.gif?v=1588748256,kg,,,
avirex-jacket-ma1,,,,,,,,,NAVY,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-82,0.0,shopify,50,deny,manual,18000,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-82-b.gif?v=1588748256,kg,,,
avirex-jacket-ma1commerciallogo,AVIREX アヴィレックス  TYPE MA-1  COMMERCIAL LOGO,<p>ASIAN FIT 女性にもおススメします</p>,AVIREX,,JACKETS/ フライトJACKETS / AVIREX,"AVIREX, black, COMMERCIAL LOGO, MA-1, O.D, od, sage green, アヴィレックス, グリーン, コマーシャルロゴ, セージグリーン, フライトジャケット, 背中パッチ, 背中ロゴ, 背中ワッペン",true,Color,SAGE GREEN,Size,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-61,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b1.gif?v=1588748266,1,,false,,ASIAN FIT 女性にもおススメします,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b1.gif?v=1588748266,kg,,,active
avirex-jacket-ma1commerciallogo,,,,,,,,,SAGE GREEN,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-61,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b2.gif?v=1588748266,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b1.gif?v=1588748266,kg,,,
avirex-jacket-ma1commerciallogo,,,,,,,,,BLACK,,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-62,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b1.gif?v=1588748266,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b2.gif?v=1588748266,kg,,,
avirex-jacket-ma1commerciallogo,,,,,,,,,BLACK,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-62,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b2.gif?v=1588748266,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b2.gif?v=1588748266,kg,,,
avirex-jacket-n2b-black,AVIREX アヴィレックス  TYPE N-2B  BLACK,<p>ASIAN FIT 女性にもおススメします 襟ラクーン（取り外し可能）</p>,AVIREX,,JACKETS/ フライトJACKETS / AVIREX,"AVIREX, black, N-2B, アヴィレックス, フライトジャケット, ブラック",true,Size,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,,,AV-72,0.0,shopify,50,deny,manual,32800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-72-b_01c6bf61-e562-43c4-98ce-b6ce58e1adb8.gif?v=1588748272,1,,false,,ASIAN FIT 女性にもおススメします 襟ラクーン（取り外し可能）,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-72-b_01c6bf61-e562-43c4-98ce-b6ce58e1adb8.gif?v=1588748272,kg,,,active
avirex-jacket-n2b-black,,,,,,,,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,,,AV-72,0.0,shopify,50,deny,manual,32800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-71-b3.gif?v=1588748272,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-72-b_01c6bf61-e562-43c4-98ce-b6ce58e1adb8.gif?v=1588748272,kg,,,
truspec-jacket-bdu-marpat,BDU ジャケット  TRU-SPEC MAR-PAT,"",TRU-SPEC,,TRU-SPEC / BDU JACKETS,"BDU Jacket, BDUジャケット, DIGITAL BLACK, DIGITAL CAMO, DIGITAL DESERT, TRU-SPEC, アウター, アウターその他, トゥルースペック, ユニフォーム",true,Color,DIGITAL CAMO,Size,S-R,,,A-868,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-868-b.gif?v=1588748382,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-868-b.gif?v=1588748382,kg,,,active
truspec-jacket-bdu-marpat,,,,,,,,,DIGITAL CAMO,,M-R,,,A-868,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-869-b.gif?v=1588748382,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-868-b.gif?v=1588748382,kg,,,
truspec-jacket-bdu-marpat,,,,,,,,,DIGITAL DESERT,,S-R,,,A-869,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-870-b.gif?v=1588748382,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-869-b.gif?v=1588748382,kg,,,
truspec-jacket-bdu-marpat,,,,,,,,,DIGITAL DESERT,,M-R,,,A-869,0.0,shopify,50,deny,manual,6800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-869-b.gif?v=1588748382,kg,,,
truspec-jacket-bdu-marpat,,,,,,,,,DIGITAL BLACK,,S-R,,,A-870,0.0,shopify,50,deny,manual,6800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-870-b.gif?v=1588748382,kg,,,
truspec-jacket-bdu-marpat,,,,,,,,,DIGITAL BLACK,,M-R,,,A-870,0.0,shopify,50,deny,manual,6800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-870-b.gif?v=1588748382,kg,,,
truspec-pants-bdu-marpat,BDU パンツ TRU-SPEC MAR-PAT,"",TRU-SPEC,,TRU-SPEC / BDU パンツ,"BDU pants, BDUパンツ, degital camo, DIGITAL BLACK, DIGITAL DESERT, TRU-SPEC, デジタルカモ, トゥルースペック, パンツ, ボトムス, ユニフォーム, ロングパンツ",true,Color,DIGITAL CAMO,Size,S-R,,,A-522,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-522-b1.gif?v=1588748398,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-522-b1.gif?v=1588748398,kg,,,active
truspec-pants-bdu-marpat,,,,,,,,,DIGITAL CAMO,,M-R,,,A-522,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-522-b2.gif?v=1588748398,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-522-b1.gif?v=1588748398,kg,,,
truspec-pants-bdu-marpat,,,,,,,,,DIGITAL DESERT,,S-R,,,A-523,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-523-b1.gif?v=1588748398,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-523-b1.gif?v=1588748398,kg,,,
truspec-pants-bdu-marpat,,,,,,,,,DIGITAL DESERT,,M-R,,,A-523,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-523-b2.gif?v=1588748398,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-523-b1.gif?v=1588748398,kg,,,
truspec-pants-bdu-marpat,,,,,,,,,DIGITAL BLACK,,S-R,,,A-524,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-524-b1.gif?v=1588748398,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-524-b1.gif?v=1588748398,kg,,,
truspec-pants-bdu-marpat,,,,,,,,,DIGITAL BLACK,,M-R,,,A-524,0.0,shopify,50,deny,manual,6800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-524-b2.gif?v=1588748398,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-524-b1.gif?v=1588748398,kg,,,
alpha-amark-tshirts,ALPHA Aマーク Tシャツ,<p>コットン100%</p>,ALPHA,,T-SHIRTS/SWEAT,"ALPHA, Aマーク Tシャツ, BLACK, T-SHIRTS, Tシャツ, WHITE, アルファ, トップス/インナー",true,Color,WHITE,Size,M,,,AL-341,0.0,shopify,50,deny,manual,2300,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-341-b.gif?v=1588748672,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-341-b.gif?v=1588748672,kg,,,active
alpha-amark-tshirts,,,,,,,,,WHITE,,L,,,AL-341,0.0,shopify,50,deny,manual,2300,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-342-b.gif?v=1588748672,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-341-b.gif?v=1588748672,kg,,,
alpha-amark-tshirts,,,,,,,,,BLACK,,M,,,AL-342,0.0,shopify,50,deny,manual,2300,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-342-b.gif?v=1588748672,kg,,,
alpha-amark-tshirts,,,,,,,,,BLACK,,L,,,AL-342,0.0,shopify,50,deny,manual,2300,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-342-b.gif?v=1588748672,kg,,,
alpha-alphaforces-tshirts,ALPHA FORCES Tシャツ,<p>コットン100%</p>,ALPHA,,T-SHIRTS/SWEAT,"ALPHA, FORCES Tシャツ, GRAY, NAVY, T-SHIRTS, Tシャツ,  グレイ, アルファ, トップス/インナー",true,Color,GRAY,Size,M,,,AL-316,0.0,shopify,50,deny,manual,2300,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-316-b.gif?v=1588748678,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-316-b.gif?v=1588748678,kg,,,active
alpha-alphaforces-tshirts,,,,,,,,,GRAY,,L,,,AL-316,0.0,shopify,50,deny,manual,2300,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-317-b.gif?v=1588748678,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-316-b.gif?v=1588748678,kg,,,
alpha-alphaforces-tshirts,,,,,,,,,NAVY,,M,,,AL-317,0.0,shopify,50,deny,manual,2300,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-317-b.gif?v=1588748678,kg,,,
alpha-alphaforces-tshirts,,,,,,,,,NAVY,,L,,,AL-317,0.0,shopify,50,deny,manual,2300,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-317-b.gif?v=1588748678,kg,,,
alpha-poloshirts-est1959frontpatch,ALPHA POLO SHIRTS EST 1959 フロントパッチ,<p>コットン100%</p>,ALPHA,,T-SHIRTS/SWEAT,"ALPHA, NAVY, O.D, patch付きポロシャツ, POLO SHIRTS, POLO SHIRTS EST 1959 フロントパッチ, Tシャツ, アルファ, グリーン, トップス/インナー, 深緑色",true,Color,O.D.,Size,M,,,AL-331,0.0,shopify,50,deny,manual,4900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-331-b.gif?v=1588748684,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-331-b.gif?v=1588748684,kg,,,active
alpha-poloshirts-est1959frontpatch,,,,,,,,,O.D.,,L,,,AL-331,0.0,shopify,50,deny,manual,4900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-332-b1.gif?v=1588748684,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-331-b.gif?v=1588748684,kg,,,
alpha-poloshirts-est1959frontpatch,,,,,,,,,NAVY,,M,,,AL-332,0.0,shopify,50,deny,manual,4900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-332-b1.gif?v=1588748684,kg,,,
alpha-poloshirts-est1959frontpatch,,,,,,,,,NAVY,,L,,,AL-332,0.0,shopify,50,deny,manual,4900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-332-b1.gif?v=1588748684,kg,,,
alpha-poloshirts-authenticflightapparel,ALPHA POLO SHIRTS 両面プリント AUTHENTIC FLIGHT APPAREL,<p>コットン100%</p>,ALPHA,,T-SHIRTS/SWEAT,"ALPHA, BLACK, POLO SHIRTS 両面プリント AUTHENTIC FLIGHT APPAREL, Tシャツ, WHITE, アルファ, トップス/インナー, ホワイト, ポロシャツ",true,Color,WHITE,Size,M,,,AL-336,0.0,shopify,50,deny,manual,4900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-336-b1.gif?v=1588748689,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-336-b1.gif?v=1588748689,kg,,,active
alpha-poloshirts-authenticflightapparel,,,,,,,,,WHITE,,L,,,AL-336,0.0,shopify,50,deny,manual,4900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-337-b1.gif?v=1588748689,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-336-b1.gif?v=1588748689,kg,,,
alpha-poloshirts-authenticflightapparel,,,,,,,,,BLACK,,M,,,AL-337,0.0,shopify,50,deny,manual,4900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-337-b1.gif?v=1588748689,kg,,,
alpha-poloshirts-authenticflightapparel,,,,,,,,,BLACK,,L,,,AL-337,0.0,shopify,50,deny,manual,4900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-337-b1.gif?v=1588748689,kg,,,
alpha-frontzip-hoodie-usarmy,ALPHA フロントZIP スウェットパーカー U.S ARMY,"",ALPHA,,T-SHIRTS/SWEAT,"ALPHA, GRAY, O.D, U.S ARMY, アルファ, グレイ, スウェット/パーカー, トップス/インナー, パーカー, フロントZIP",true,Color,GRAY,Size,M,,,AL-196,0.0,shopify,50,deny,manual,6900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-196-b1.gif?v=1588748695,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-196-b1.gif?v=1588748695,kg,,,active
alpha-frontzip-hoodie-usarmy,,,,,,,,,GRAY,,L,,,AL-196,0.0,shopify,50,deny,manual,6900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-197-b1.gif?v=1588748695,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-196-b1.gif?v=1588748695,kg,,,
alpha-frontzip-hoodie-usarmy,,,,,,,,,O.D.,,M,,,AL-197,0.0,shopify,50,deny,manual,6900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-197-b1.gif?v=1588748695,kg,,,
alpha-frontzip-hoodie-usarmy,,,,,,,,,O.D.,,L,,,AL-197,0.0,shopify,50,deny,manual,6900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-197-b1.gif?v=1588748695,kg,,,
alpha-frontzip-hoodie-usalphaforce,ALPHA フロントZIP スウェットパーカー U.S  ALPHA FORCE,"",ALPHA,,T-SHIRTS/SWEAT,"ALPHA, BLACK, GRAY, hoodie, アルファ, グレイ, スウェット/パーカー, トップス/インナー, パーカー",true,Color,GRAY,Size,M,,,AL-198,0.0,shopify,50,deny,manual,6900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-198-b1.gif?v=1588748701,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-198-b1.gif?v=1588748701,kg,,,active
alpha-frontzip-hoodie-usalphaforce,,,,,,,,,GRAY,,L,,,AL-198,0.0,shopify,50,deny,manual,6900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-199-b1.gif?v=1588748701,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-198-b1.gif?v=1588748701,kg,,,
alpha-frontzip-hoodie-usalphaforce,,,,,,,,,BLACK,,M,,,AL-199,0.0,shopify,50,deny,manual,6900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-199-b1.gif?v=1588748701,kg,,,
alpha-frontzip-hoodie-usalphaforce,,,,,,,,,BLACK,,L,,,AL-199,0.0,shopify,50,deny,manual,6900,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-199-b1.gif?v=1588748701,kg,,,
alpha-ecwcsgen1-hardshellparka,ALPHA ECWCS HARDSHELLPARKA,<p>通気性防水</p>,ALPHA,,ALPHA,"ABU, ALPHA, BLACK, ECWCS, ECWCSジャケット, HARDSHELLPARKA, アウター, アウターその他, アルファ, エクワックス, ブラック",true,Color,BLACK,Size,M,,,AL-391,0.0,shopify,50,deny,manual,23800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-391-b1.gif?v=1588748855,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-391-b1.gif?v=1588748855,kg,,,active
alpha-ecwcsgen1-hardshellparka,,,,,,,,,BLACK,,L,,,AL-391,0.0,shopify,50,deny,manual,23800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-392-b.gif?v=1588748855,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-391-b1.gif?v=1588748855,kg,,,
alpha-ecwcsgen1-hardshellparka,,,,,,,,,ABU(空軍迷彩),,M,,,AL-392,0.0,shopify,50,deny,manual,23800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-392-b.gif?v=1588748855,kg,,,
alpha-ecwcsgen1-hardshellparka,,,,,,,,,ABU(空軍迷彩),,L,,,AL-392,0.0,shopify,50,deny,manual,23800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-392-b.gif?v=1588748855,kg,,,
alpha-typen3btight,ALPHA TYPE N-3B TIGHT,<p>本年度よりアジアンフィットモデルになりました。Sizeが小さくなりましたので、ご注意ください。</p>,ALPHA,,ALPHA,"ALPHA, BLACK, CHARCOAL GRAY, DARK NAVY, N-3B, SAGE GREEN, TYPE N-3B, アウター, アウターその他, アルファ, フライトジャケット",true,Color,SAGE GREEN,Size,M,,,AL-151,0.0,shopify,50,deny,manual,24800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-151-b1.gif?v=1588748866,1,,false,,本年度よりアジアンフィットモデルになりました。Sizeが小さくなりましたので、ご注意ください。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-151-b1.gif?v=1588748866,kg,,,active
alpha-typen3btight,,,,,,,,,SAGE GREEN,,L,,,AL-151,0.0,shopify,50,deny,manual,24800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-152-b.gif?v=1588748866,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-151-b1.gif?v=1588748866,kg,,,
alpha-typen3btight,,,,,,,,,DARK NANY,,M,,,AL-152,0.0,shopify,50,deny,manual,24800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-153-b.gif?v=1588748866,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-152-b.gif?v=1588748866,kg,,,
alpha-typen3btight,,,,,,,,,DARK NANY,,L,,,AL-152,0.0,shopify,50,deny,manual,24800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-150-b.gif?v=1588748866,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-152-b.gif?v=1588748866,kg,,,
alpha-typen3btight,,,,,,,,,CHARCOAL GRAY,,M,,,AL153,0.0,shopify,50,deny,manual,24800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-153-b.gif?v=1588748866,kg,,,
alpha-typen3btight,,,,,,,,,CHARCOAL GRAY,,L,,,AL153,0.0,shopify,50,deny,manual,24800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-153-b.gif?v=1588748866,kg,,,
alpha-typen3btight,,,,,,,,,BLACK,,M,,,AL-150,0.0,shopify,50,deny,manual,24800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-150-b.gif?v=1588748866,kg,,,
alpha-typen3btight,,,,,,,,,BLACK,,L,,,AL-150,0.0,shopify,50,deny,manual,24800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-150-b.gif?v=1588748866,kg,,,
alpha-cwu45p,ALPHA CWU-45P,"",ALPHA,,ALPHA,"ALPHA, BLACK, CHARCOAL GRAY, CWU-36P/CWU-45P, CWU-45P, DARK NAVY, SAGE GREEN, アウター, アウターその他, アルファ, フライトジャケット",true,Color,SAGE GREEN,Size,M,,,AL-39,0.0,shopify,50,deny,manual,19800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-39-b1.gif?v=1588748878,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-39-b1.gif?v=1588748878,kg,,,active
alpha-cwu45p,,,,,,,,,SAGE GREEN,,L,,,AL-39,0.0,shopify,50,deny,manual,19800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-40b-b.gif?v=1588748878,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-39-b1.gif?v=1588748878,kg,,,
