Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tru-spec-pants-bdu-shorts,BDU ショートパンツ TRU-SPEC B.D.U. SHORTS 6 Pockets Plus 2,"",TRU-SPEC,,パンツ,"Black, Khaki, O.D., TRU-SPEC, ショートパンツ, トゥルースペック, パンツ",true,Color,BLACK,Size,S,,,A-1723,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b.gif?v=1588749263,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b.gif?v=1588749263,kg,,,active
tru-spec-pants-bdu-shorts,,,,,,,,,BLACK,,M,,,A-1723,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b.gif?v=1588749263,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,BLACK,,L,,,A-1723,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1.gif?v=1588749263,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,O.D.,,S,,,A-1722,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,O.D.,,M,,,A-1722,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,O.D.,,L,,,A-1722,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,KHAKI,,S,,,A-1721,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,KHAKI,,M,,,A-1721,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1.gif?v=1588749263,kg,,,
tru-spec-pants-bdu-shorts,,,,,,,,,KHAKI,,L,,,A-1721,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1.gif?v=1588749263,kg,,,
alpha-tshirt-apollo,ALPHA INDUSTRIES アルファ APOLLO Tシャツ NASA アポロ計画 (1961-1972),<p>綿100%  両面プリント</p>,ALPHA,,トップス/インナー,"ALPHA, Black, Gray, Tシャツ, アルファ, トップス/インナー",true,Color,BLACK,Size,M,,,AL-372,0.0,shopify,50,deny,manual,3900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-372-b1.gif?v=1588749274,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-372-b1.gif?v=1588749274,kg,,,active
alpha-tshirt-apollo,,,,,,,,,BLACK,,L,,,AL-372,0.0,shopify,50,deny,manual,3900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-372-b2.gif?v=1588749274,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-372-b1.gif?v=1588749274,kg,,,
alpha-tshirt-apollo,,,,,,,,,GRAY,,M,,,AL-371,0.0,shopify,50,deny,manual,3900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-371-b1.gif?v=1588749274,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-371-b1.gif?v=1588749274,kg,,,
alpha-tshirt-apollo,,,,,,,,,GRAY,,L,,,AL-371,0.0,shopify,50,deny,manual,3900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-371-b2.gif?v=1588749274,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-371-b1.gif?v=1588749274,kg,,,
alpha-jacket-n3b,ALPHA アルファ TYPE N3B,"",ALPHA,,JACKETS,"ALPHA, BLACK, CHARCOAL GRAY, N-3B, SAGE GREEN, アルファ, フライトジャケット",true,Color,SAGE GREEN,Size,S,,,AL-55,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-55-b.gif?v=1588749386,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-55-b.gif?v=1588749386,kg,,,active
alpha-jacket-n3b,,,,,,,,,SAGE GREEN,,M,,,AL-55,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-56-b.gif?v=1588749386,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-55-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,SAGE GREEN,,L,,,AL-55,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-57-b.gif?v=1588749386,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-55-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,CHARCOAL GRAY,,S,,,AL-56,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-56-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,CHARCOAL GRAY,,M,,,AL-56,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-56-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,CHARCOAL GRAY,,L,,,AL-56,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-56-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,BLACK,,S,,,AL-57,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-57-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,BLACK,,M,,,AL-57,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-57-b.gif?v=1588749386,kg,,,
alpha-jacket-n3b,,,,,,,,,BLACK,,L,,,AL-57,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-57-b.gif?v=1588749386,kg,,,
alpha-jacket-ma1,ALPHA TYPE MA-1,"",ALPHA,,フライトJACKETS,"alpha, BLACK, CHARCOAL GRAY, Dark Navy, ma-1, sage green, アルファ, フライトジャケット",true,Color,SAGE GREEN,Size,160cm=XS,,,AL-5,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-5-b1.gif?v=1588753936,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-5-b1.gif?v=1588753936,kg,,,active
alpha-jacket-ma1,,,,,,,,,SAGE GREEN,,165cm=S,,,AL-5,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-5-b2.gif?v=1588753936,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-5-b1.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,SAGE GREEN,,170cm=M,,,AL-5,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-5-b3.gif?v=1588753936,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-5-b1.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,DARK NAVY,,160cm=XS,,,AL-9,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-7-b.gif?v=1588753936,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-9-b.gif?v=1588753946,kg,,,
alpha-jacket-ma1,,,,,,,,,DARK NAVY,,165cm=S,,,AL-9,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-8-b.gif?v=1588753936,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-9-b.gif?v=1588753946,kg,,,
alpha-jacket-ma1,,,,,,,,,DARK NAVY,,170cm=M,,,AL-9,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-9-b.gif?v=1588753946,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-9-b.gif?v=1588753946,kg,,,
alpha-jacket-ma1,,,,,,,,,BLACK,,160cm=XS,,,AL-7,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-7-b.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,BLACK,,165cm=S,,,AL-7,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-7-b.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,BLACK,,170cm=M,,,AL-7,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-7-b.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,CHARCOAL GRAY,,160cm=XS,,,AL-8,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-8-b.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,CHARCOAL GRAY,,165cm=S,,,AL-8,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-8-b.gif?v=1588753936,kg,,,
alpha-jacket-ma1,,,,,,,,,CHARCOAL GRAY,,170cm=M,,,AL-8,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-8-b.gif?v=1588753936,kg,,,
alpha-jacket-ma1apollo,ALPHA INDUSTRIES TYPE MA-1 TIGHT APOLLO NASAアポロ計画 パッチ仕様,"",ALPHA,,フライトJACKETS,"ALPHA, APOLLO, MA-1, NAVY, SILVER, アルファ, フライトジャケット",true,Color,SILVER,Size,S,,,AL-366,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-366-b2.gif?v=1588749529,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-366-b2.gif?v=1588749529,kg,,,active
alpha-jacket-ma1apollo,,,,,,,,,SILVER,,M,,,AL-366,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-367-b1.gif?v=1588749529,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-366-b2.gif?v=1588749529,kg,,,
alpha-jacket-ma1apollo,,,,,,,,,SILVER,,L,,,AL-366,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-367-b2.gif?v=1588749529,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-366-b2.gif?v=1588749529,kg,,,
alpha-jacket-ma1apollo,,,,,,,,,NAVY,,S,,,AL-367,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-367-b1.gif?v=1588749529,kg,,,
alpha-jacket-ma1apollo,,,,,,,,,NAVY,,M,,,AL-367,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-367-b1.gif?v=1588749529,kg,,,
alpha-jacket-ma1apollo,,,,,,,,,NAVY,,L,,,AL-367,0.0,shopify,50,deny,manual,26800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-367-b1.gif?v=1588749529,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,BDU TRU-SPEC B.D.U. SHORTS 6 Pockets Plus 2,<p>コットン：100%</p>,TRU-SPEC,,TRU-SPEC,"6 Pockets Plus 2, B.D.U. SHORTS, BDU ショートパンツ, BDUパンツ, TRU-SPEC, パンツ, 夏のオススメ商品",true,Color,KHAKI,Size,S,,,A-1721,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1_d692f021-c526-47bf-b493-5495874529f3.gif?v=1588749654,1,,false,,コットン：100%,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1_d692f021-c526-47bf-b493-5495874529f3.gif?v=1588749654,kg,,,active
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,KHAKI,,M,,,A-1721,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b_70b174c2-7315-438a-ae4b-4dd00a201400.gif?v=1588749654,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1_d692f021-c526-47bf-b493-5495874529f3.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,KHAKI,,L,,,A-1721,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b_07594780-311e-45a5-ad4b-2811833597b8.gif?v=1588749654,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1721-b1_d692f021-c526-47bf-b493-5495874529f3.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,O.D.,,S,,,A-1722,0.0,shopify,50,deny,manual,4500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1724-b_94babedc-5d16-4e15-90c2-b451862388b4.gif?v=1588749654,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b_70b174c2-7315-438a-ae4b-4dd00a201400.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,O.D.,,M,,,A-1722,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b_70b174c2-7315-438a-ae4b-4dd00a201400.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,O.D.,,L,,,A-1722,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1722-b_70b174c2-7315-438a-ae4b-4dd00a201400.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,BLACK,,S,,,A-1723,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b_07594780-311e-45a5-ad4b-2811833597b8.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,BLACK,,M,,,A-1723,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b_07594780-311e-45a5-ad4b-2811833597b8.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,BLACK,,L,,,A-1723,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1723-b_07594780-311e-45a5-ad4b-2811833597b8.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,WOODLAND CAMO,,S,,,A-1724,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1724-b_94babedc-5d16-4e15-90c2-b451862388b4.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,WOODLAND CAMO,,M,,,A-1724,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1724-b_94babedc-5d16-4e15-90c2-b451862388b4.gif?v=1588749654,kg,,,
bdu-tru-spec-bdushorts-6pocketsplus2,,,,,,,,,WOODLAND CAMO,,L,,,A-1724,0.0,shopify,50,deny,manual,4500,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-1724-b_94babedc-5d16-4e15-90c2-b451862388b4.gif?v=1588749654,kg,,,
jtech-c9adjustable-slingpack,C9 ADJUSTABLE SLING PACK,<p>Main Pouch/横=25cm/高さ=19cm/幅=11cm/Front Pouch/横=23cm/高さ=16cm/容量5.2L重量0.32kg/YKKバックル止水ジッパー/背面クッションポケット付</p>,J-TECH,,J-TECH,"C9 ADJUSTABLE, J-TECH, SLING PACK, ショルダーバッグ, ジェイテック, バック, 夏のオススメ商品",true,Color,MULTICAM,,,,,JT-230-MC,0.0,shopify,50,deny,manual,5900,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-mc-b1.gif?v=1588749683,1,,false,,Main Pouch/横=25cm/高さ=19cm/幅=11cm/Front Pouch/横=23cm/高さ=16cm/容量5.2L重量0.32kg/YKKバックル止水ジッパー/背面クッションポケット付,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-mc-b1.gif?v=1588749683,kg,,,active
jtech-c9adjustable-slingpack,,,,,,,,,BLACK,,,,,JT-230-BK,0.0,shopify,50,deny,manual,5400,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-bk-b1.gif?v=1588749683,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-bk-b1.gif?v=1588749683,kg,,,
jtech-c9adjustable-slingpack,,,,,,,,,COYOTE BROWN,,,,,JT-230-CB,0.0,shopify,50,deny,manual,5400,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-cb-b1.gif?v=1588749683,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-cb-b1.gif?v=1588749683,kg,,,
jtech-c9adjustable-slingpack,,,,,,,,,TIGER STRIPE,,,,,JT-230-VT,0.0,shopify,50,deny,manual,5400,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-vt-b1.gif?v=1588749683,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/jt-230-vt-b1.gif?v=1588749683,kg,,,
naturalgear-activehunterjacket-sc2green,ACTIVE HUNTER JACKET アクティブ ハンタージャケット,<p>ポリエステル100% 2Way ストレッチニット フリースライニング ジッパーサイドポケット ジッパーチェストポケット</p>,NATURAL GEAR,,アウター,"Natural, NATURAL GEAR, アウター, アウターその他, ナチュラルギア",true,Color,Natural,Size,S,,,NR-563-SC,0.0,shopify,50,deny,manual,0,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-563-sc-b1.gif?v=1588999289,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-563-sc-b1.gif?v=1588999289,kg,,,active
naturalgear-activehunterjacket-sc2green,,,,,,,,,Natural,,M,,,NR-563-SC,0.0,shopify,50,deny,manual,0,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-563-sc-b1.gif?v=1588999289,kg,,,
naturalgear-activehunterjacket-sc2green,,,,,,,,,Natural,,L,,,NR-563-SC,0.0,shopify,50,deny,manual,0,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-563-sc-b1.gif?v=1588999289,kg,,,
ba-4170-bates-rallyforce-tall-zip-dryguard-black,BA-4170 BATES RALLYFORCE TALL ZIP DRYGuard BLACK,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><span size=""2"" class=""text-size2"" style=""font-size: small;"" data-mce-fragment=""1"">※ 通常BATES社のブーツより1cm小さく出来ていますので、購入の際には上記サイズを参考にしていください。</span></p>
<table border=""0"" align=""left"" cellpadding=""3"" cellspacing=""0"" bgcolor=""#005599"" data-mce-fragment=""1"" bordercolor=""#FFFFFF"">
<tbody data-mce-fragment=""1"">
<tr align=""center"" data-mce-fragment=""1"">
<td align=""center"" data-mce-fragment=""1""><span size=""2"" color=""#990000"" style=""color: #990000; font-size: small;"" data-mce-fragment=""1""><b data-mce-fragment=""1""><span color=""#FFFFFF"" style=""color: #ffffff;"" data-mce-fragment=""1"">通気性防水</span></b></span></td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""><span size=""2"" style=""font-size: small;"" data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""></span><br data-mce-fragment=""1""><span class=""text-size2"" data-mce-fragment=""1"">RallyForce（ラリーフォース）は、Michelin®社のオールテレーンタイヤ（全地形タイヤ）LTXに使用される耐摩耗性に優れたゴム素材とトレッドパターンをアウトソールに取り入れ、ショック吸収に優れた軽量EVAミッドソール、反発に優れたPUインソール、アッパーには通常の革の10倍の摩擦強度を持つTec Tuff（テックタフ）レザー・高通気メッシュを組み合わせ、BATE（ベイツ）がプロフェッショナルの要望に応えるべくデザインした意欲作です。</span><br data-mce-fragment=""1""></p>
<p class=""text-size2"" data-mce-fragment=""1"">• ミシュラン社独自のオールテレイン（全地形対応）ラバーを使用したアウトソール<br data-mce-fragment=""1"">• 耐摩耗に優れたTecTuff leather（テックタフレザー） をアッパーに使用<br data-mce-fragment=""1"">• 通気性に優れたメッシュをアッパーとタンに使用<br data-mce-fragment=""1"">• 軽量で、衝撃吸収にすぐれたEVAミッドソール<br data-mce-fragment=""1"">• 高反発PUインソール<br data-mce-fragment=""1"">• 踵からつま先にかけての11mmの傾斜によるアスレティックシューズポジション<br data-mce-fragment=""1"">• 軽量で丈夫な TPU素材の補強<br data-mce-fragment=""1"">• アウトソールのつま先部分を補強したスティッチ<br data-mce-fragment=""1"">• 非金属素材のみを使用• くるぶしのホールドを向上させるシューレースポジション<br data-mce-fragment=""1"">• ダブルニードルスティッチを使用したアッパーの縫製<br data-mce-fragment=""1"">• 透湿防水素材 DRYGuard®使用</p>",中田商店,,"","",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ba-4170-b2.gif?v=1645861469,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
